photo_id,captured_at,site,perch,observer,individual,id_confidence,age,sex,band_visible,band_code,traits_seen,quality,processing,notes,store,store_ref,source_name,date_source,ingested_at,camera,lens,focal_mm,shutter,aperture,iso,width,height,has_gps,readable,sha256,dhash
20260717-0f73f4ea,2026-07-17T20:58:10,nashua-downtown,,david,,,,,,,,,out-of-camera,,drive-album,,PXL_20260718_005810067.RAW-01~2.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/15,1.68,6630,2452,3269,yes,yes,0f73f4eab682d7000bc00792f91e6c2a324d96bfa81a60a3d21fcb0fa3acb19a,27127372b3b33e78
20260722-2d8bf4cd,2026-07-22T20:42:43,nashua-downtown,,david,,,,,,,,,out-of-camera,,drive-album,,PXL_20260723_004243930.RAW-01~2.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/15,1.68,6632,5517,3103,yes,yes,2d8bf4cd9b1ba83f5e2d2e2494e404cc8eecfbbe01c497de921e324d5cacd63e,b7168e9692daaff9
20260722-53852006,2026-07-22T20:42:55,nashua-downtown,,david,,,,,,,,,out-of-camera,,drive-album,,PXL_20260723_004255412.RAW-01~2.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/15,1.68,6632,2627,1971,yes,yes,53852006fcd7a3a9df5c863bd3c7ed433af4e83ba87bedf6880822830053c979,1f0f371b193c2adf
20260723-e414a934,2026-07-23T20:20:08,nashua-downtown,,david,,,,,,,,,out-of-camera,,drive-album,,PXL_20260724_002008580.RAW-01.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/457,1.68,2125,6144,8160,yes,yes,e414a93488b47562c5adeb249a4cafc2cdc98c175b9593978fc956e1a9b7639d,a0c0a0c8b0a2c2c2
20260723-7c3b3170,2026-07-23T20:55:36,nashua-downtown,,david,,,,,,,,,out-of-camera,,drive-album,,PXL_20260724_005536348.RAW-01~2.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/15,1.68,6630,3273,4364,yes,yes,7c3b31708f9d22735e71f37be955c30d103d0aeb4adeb24ba4719c243258abdf,022c193969011064
20260723-aa8f8784,2026-07-23T20:58:36,nashua-downtown,,david,,,,,,,,,out-of-camera,,drive-album,,PXL_20260724_005836877.RAW-01~2.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/15,1.68,6010,2825,2874,yes,yes,aa8f87849d5cf32d424be54dee271d54157b23dfb17d8fcc2976e724617d29e0,140c2ddd4d659121
20260723-3106bf31,2026-07-23T20:59:07,nashua-downtown,,david,,,,,,,,,out-of-camera,,drive-album,,PXL_20260724_005907062.RAW-01~2.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/15,1.68,6630,3357,4476,yes,yes,3106bf31e5f09d9d980d892a3af2930b77484e52ebf4df3e6378a5bf86fec1d6,344e363008603048
20260809-b3a487b9,2026-08-09T19:59:07,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260809_235907908.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/391,1.68,1439,1033,898,yes,yes,b3a487b9533f10468867dd03eb2ffd8e1c7f835c134c24ba3a84f74222797070,62996661319112f0
20260809-3c6968af,2026-08-09T20:02:06,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260810_000206530.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/60,1.68,1869,3134,3814,yes,yes,3c6968af3b7dc759f03ffa9d93457b6a75f05d75edc68d707f0ee91797eb962b,995a9879f0f131b2
20260809-e2cbfb2c,2026-08-09T20:05:01,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260810_000501143.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/49,1.68,2059,2286,2819,yes,yes,e2cbfb2cb8b5426adf9b4909d160bab6c26b1e7771eecacb407381188e95a586,d82462c1d878b1b1
20260809-248de3b3,2026-08-09T20:06:28,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260810_000628603.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/40,1.68,2534,2638,2880,yes,yes,248de3b3e203dc977de5fddead7e888c1e2e843e1f146e1e26cb7e63a4674070,906864c0d171b1b1
20260809-89ca4fbf,2026-08-09T20:14:22,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260810_001422890.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/18,1.68,3388,3436,2637,yes,yes,89ca4fbf3bcbf9fa2b8afd91082d485dba03586e6015d2bb520483623cfba398,ac53b0bc1cb4c929
20260809-22e3bc18,2026-08-09T20:15:16,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260810_001516342.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/13,1.68,2876,6144,8160,yes,yes,22e3bc186e59f4d362c184fce64e7a16972070ffcda3fe1563ca2339cbc44efe,016018e4e468c313
20260809-5f36195e,2026-08-09T20:15:59,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260810_001559111.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/13,1.68,2982,6144,8160,yes,yes,5f36195ea0c006ac6a7562a7a84240d60d96536d2913be39c86360f51ba8ea92,036118e4e568c333
20260809-d7f43f7e,2026-08-09T20:23:43,nashua-downtown,,david,nashua-03,probable,juvenile,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: juvenile = VERTICAL teardrop streaking on a warm buff ground, brown-toned upperparts. Adult = slate blue-grey above with HORIZONTAL barring below. These frames sat unassigned since ingest; scoring them moved the juvenile's last-known date from 08-10 to 08-15.",drive-album,,PXL_20260810_002343910.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/15,1.68,6632,2824,2236,yes,yes,d7f43f7e4b351f4081a3fd91440b3f1ddbd77a5b7e82bae6d49eef87a959c540,063839713a78f017
20260809-cad6de8b,2026-08-09T20:25:42,nashua-downtown,,david,nashua-03,probable,juvenile,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: juvenile = VERTICAL teardrop streaking on a warm buff ground, brown-toned upperparts. Adult = slate blue-grey above with HORIZONTAL barring below. These frames sat unassigned since ingest; scoring them moved the juvenile's last-known date from 08-10 to 08-15.",drive-album,,PXL_20260810_002542141.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/15,1.68,6632,2275,2488,yes,yes,cad6de8b1482c3db7c223c7584a0f9c3dc331e802f75549237e4b01ced7b275a,031938393dfc8807
20260812-b2c2bca3,2026-08-12T08:44:01,nashua-downtown,,david,nashua-03,probable,juvenile,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: juvenile = VERTICAL teardrop streaking on a warm buff ground, brown-toned upperparts. Adult = slate blue-grey above with HORIZONTAL barring below. These frames sat unassigned since ingest; scoring them moved the juvenile's last-known date from 08-10 to 08-15.",drive-album,,PXL_20260812_124401411.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/393,1.68,17,2092,2393,yes,yes,b2c2bca3481797a5031881f559a7bd5e1066914054fdd6d59df600e2387d30d6,800c94bcec30690c
20260812-313e3310,2026-08-12T08:47:46,nashua-downtown,,david,nashua-03,probable,juvenile,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: juvenile = VERTICAL teardrop streaking on a warm buff ground, brown-toned upperparts. Adult = slate blue-grey above with HORIZONTAL barring below. These frames sat unassigned since ingest; scoring them moved the juvenile's last-known date from 08-10 to 08-15.",drive-album,,PXL_20260812_124746116.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/295,1.68,16,2059,3156,yes,yes,313e33108645a4df34557465ef44310e1ac2b50d6812a1c5ccd5884d769b9324,ec92666d494d4053
20260812-efa51857,2026-08-12T08:47:53,nashua-downtown,,david,nashua-03,probable,juvenile,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: juvenile = VERTICAL teardrop streaking on a warm buff ground, brown-toned upperparts. Adult = slate blue-grey above with HORIZONTAL barring below. These frames sat unassigned since ingest; scoring them moved the juvenile's last-known date from 08-10 to 08-15.",drive-album,,PXL_20260812_124753835.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/295,1.68,16,1831,3256,yes,yes,efa51857ba3d6b0c96e3d6dae3ab70837b13f076e17aa9df7c7ed9bbc44dd0eb,e498ae646964684a
20260812-0d0ad45b,2026-08-12T08:48:21,nashua-downtown,,david,nashua-03,probable,juvenile,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: juvenile = VERTICAL teardrop streaking on a warm buff ground, brown-toned upperparts. Adult = slate blue-grey above with HORIZONTAL barring below. These frames sat unassigned since ingest; scoring them moved the juvenile's last-known date from 08-10 to 08-15.",drive-album,,PXL_20260812_124821844.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/295,1.68,18,1773,3041,yes,yes,0d0ad45b619a18c8ecbc905e52bac552d1eedd75d40cd7ef7a96388ff013b629,4c92664d494cc8d3
20260812-0d9aa141,2026-08-12T08:48:30,nashua-downtown,,david,nashua-03,probable,juvenile,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: juvenile = VERTICAL teardrop streaking on a warm buff ground, brown-toned upperparts. Adult = slate blue-grey above with HORIZONTAL barring below. These frames sat unassigned since ingest; scoring them moved the juvenile's last-known date from 08-10 to 08-15.",drive-album,,PXL_20260812_124830737.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/295,1.68,16,2064,3304,yes,yes,0d9aa14172890592938c59c772f90e1cec5c64ba08a0d781ff2e55312a8a14ba,ac9248695b4842d2
20260812-57ca4b8c,2026-08-12T08:49:07,nashua-downtown,,david,nashua-03,probable,juvenile,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: juvenile = VERTICAL teardrop streaking on a warm buff ground, brown-toned upperparts. Adult = slate blue-grey above with HORIZONTAL barring below. These frames sat unassigned since ingest; scoring them moved the juvenile's last-known date from 08-10 to 08-15.",drive-album,,PXL_20260812_124907291.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/324,1.68,16,2219,3578,yes,yes,57ca4b8cdf596431833ae52c631261ce5be1909859e6a5eb7b1acc2d5f372df5,8c904c495b4cc2d3
20260815-4b4e3205,2026-08-15T19:36:19,nashua-downtown,,david,nashua-03,probable,juvenile,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: juvenile = VERTICAL teardrop streaking on a warm buff ground, brown-toned upperparts. Adult = slate blue-grey above with HORIZONTAL barring below. These frames sat unassigned since ingest; scoring them moved the juvenile's last-known date from 08-10 to 08-15.",drive-album,,PXL_20260815_233619499.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/799,1.68,1735,4371,4160,yes,yes,4b4e32052bf0f8eadcd7fce5ef7ca993f383af1d7457d2ce43f00b2ca5903241,96317972fa64ccca
20260815-d9267a3f,2026-08-15T19:36:49,nashua-downtown,,david,nashua-03,probable,juvenile,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: juvenile = VERTICAL teardrop streaking on a warm buff ground, brown-toned upperparts. Adult = slate blue-grey above with HORIZONTAL barring below. These frames sat unassigned since ingest; scoring them moved the juvenile's last-known date from 08-10 to 08-15.",drive-album,,PXL_20260815_233649997.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/90,1.68,476,3824,4446,yes,yes,d9267a3f53e4ecd23ee6a4f5c985e6a20582737726d33c7c586d77dec470cc32,2e2c79b1e5e68cad
20260815-fd7afd12,2026-08-15T19:45:11,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260815_234511050.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/90,1.68,942,2395,1929,yes,yes,fd7afd128801edd3eb161050dc78a0253b401e6114062d0736bdb06233568e78,6619f874f9e001fe
20260815-24561d14,2026-08-15T19:45:12,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260815_234512182.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/90,1.68,719,3075,1769,yes,yes,24561d14cca0da6b3931e8f62861aefc2e85517afe8876e91c89830c24d64467,5009fcf8f1f2c014
20260815-9b0a73c4,2026-08-15T19:49:06,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260815_234906413.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/61,1.68,1402,2101,2279,yes,yes,9b0a73c4183fc2e9c5b4fb221d3ed4f7eb46902f14e9f25f4dba15de1b29a963,ccbc787870d0d018
20260815-64674c59,2026-08-15T19:49:21,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260815_234921071.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/60,1.68,1385,2244,2618,yes,yes,64674c59ac49ff847c01bd5ee79e1689d489242c786ea6ebfe1d4dd40455ccea,4cb179f9e1c49111
20260815-20a12e49,2026-08-15T19:49:46,nashua-downtown,,david,,unknown,adult,,not-tested,,,,out-of-camera,"AGE SCORED 2026-08-24 from plumage: slate blue-grey above, horizontal barring below, yellow orbital ring and cere = adult. WHICH adult is not determined - no tarsus resolved, so no band test.",drive-album,,PXL_20260815_234946271.jpg,exif,2026-08-16T22:29:58+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/60,1.68,1335,2005,2667,yes,yes,20a12e49bf284b75a814829200e13678796794777a6ec5e247a8cdb36b9a70a0,6699787c7961d199
20260823-b29b0158,2026-08-23T17:46:20,nashua-downtown,radio-tower-crossbar,david,nashua-01,confirmed,adult,,yes,53/BS,legs;tarsus;band;band-characters,good,out-of-camera,"2026-08-23. Bi-colour band BLACK over GREEN at 340-420px in a native 6144x8160 frame; four glyph positions resolvable. **CODE CONFIRMED BY THE CURATOR (David) 2026-08-23** on the strength of these frames - his standing rule was no ID without a photograph of a readable band, and this is that photograph. NH Audubon cross-check against the deployed-code list is still outstanding and would make it independent.",drive-album,,PXL_20260823_214620385.RAW-01.jpg,exif,2026-08-24T01:40:44+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/90,1.68,85,6144,8160,yes,yes,b29b0158faea470455dffb9e6eb11f12be80a4ed2244ec9f974a4f1d1c5f466d,f0413a707368c38c
20260823-a142e651,2026-08-23T17:46:21,nashua-downtown,radio-tower-crossbar,david,nashua-01,confirmed,adult,,yes,53/BS,legs;tarsus;band;band-characters,good,out-of-camera,"2026-08-23. Bi-colour band BLACK over GREEN at 340-420px in a native 6144x8160 frame; four glyph positions resolvable. **CODE CONFIRMED BY THE CURATOR (David) 2026-08-23** on the strength of these frames - his standing rule was no ID without a photograph of a readable band, and this is that photograph. NH Audubon cross-check against the deployed-code list is still outstanding and would make it independent.",drive-album,,PXL_20260823_214621060.RAW-01.jpg,exif,2026-08-24T01:40:44+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/90,1.68,86,6144,8160,yes,yes,a142e6516dce57d51668262087e17e8fe3cbee5f78d3a61e883e8c1e360b0af5,b04e30727268c38c
20260823-09c5e409,2026-08-23T17:46:21,nashua-downtown,radio-tower-crossbar,david,nashua-01,confirmed,adult,,yes,53/BS,legs;tarsus;band;band-characters,good,out-of-camera,"2026-08-23. Bi-colour band BLACK over GREEN at 340-420px in a native 6144x8160 frame; four glyph positions resolvable. **CODE CONFIRMED BY THE CURATOR (David) 2026-08-23** on the strength of these frames - his standing rule was no ID without a photograph of a readable band, and this is that photograph. NH Audubon cross-check against the deployed-code list is still outstanding and would make it independent.",drive-album,,PXL_20260823_214621618.RAW-01.jpg,exif,2026-08-24T01:40:44+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/90,1.68,88,6144,8160,yes,yes,09c5e40912f12dae39b91f57087fc3bfaaddb2497b61a067db7420ea6489c50e,f00678753268c38c
20260823-a79ae70a,2026-08-23T17:46:22,nashua-downtown,radio-tower-crossbar,david,nashua-01,confirmed,adult,,yes,53/BS,legs;tarsus;band;band-characters,good,out-of-camera,"2026-08-23. Bi-colour band BLACK over GREEN at 340-420px in a native 6144x8160 frame; four glyph positions resolvable. **CODE CONFIRMED BY THE CURATOR (David) 2026-08-23** on the strength of these frames - his standing rule was no ID without a photograph of a readable band, and this is that photograph. NH Audubon cross-check against the deployed-code list is still outstanding and would make it independent.",drive-album,,PXL_20260823_214622288.RAW-01.jpg,exif,2026-08-24T01:40:44+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/90,1.68,89,6144,8160,yes,yes,a79ae70a81698804e50f6a089e52ec838e85ce34c2f7b9af7373fee1db92306e,f00c61733268c38c
20260823-828592c1,2026-08-23T17:46:23,nashua-downtown,radio-tower-crossbar,david,,probable,adult,,yes,,legs;tarsus;band;band-characters,good,out-of-camera,"2026-08-23. Bi-colour band, BLACK over GREEN, at ~250-360px in a native 6144x8160 frame. FOUR CHARACTER POSITIONS ARE RESOLVABLE. Shapes are CONSISTENT WITH 53/BS and nothing visible contradicts it - but this is a corroborating read, NOT an independent one: the expected answer has been in every email for a month. Cold, I would call it '5-or-S, 3 / S-or-5, B-or-8'. Sufficient for NH Audubon to confirm or reject against their deployed-code list; not sufficient for this project to write a code.",drive-album,,PXL_20260823_214623347.RAW-01.jpg,exif,2026-08-24T01:40:44+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/90,1.68,95,6144,8160,yes,yes,828592c1ebc513ace4cea533cc44effbe625d3ec522e4362b182bdd781b04c4f,f00c62713768c28c
20260823-887a61b5,2026-08-23T19:47:16,nashua-downtown,weathervane,david,nashua-02,possible,adult,,no,,legs;tarsus,good,out-of-camera,"2026-08-23 19:47 local, clocktower weathervane. Both tarsi bare. Same evening as the banded crossbar bird two hours earlier - so TWO ADULTS, one banded and one not, on one date. That is the cleanest evidence yet that the pair really is one banded plus one unbanded bird.",drive-album,,PXL_20260823_234716201.RAW-01.jpg,exif,2026-08-24T01:40:44+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/29,1.68,1134,6144,8160,yes,yes,887a61b5351c49464cbeafdbd75af92b4545b8be394fbb7aa64703a31f661bf8,451048529138325a
20260823-c61bc84b,2026-08-23T19:47:32,nashua-downtown,weathervane,david,nashua-02,possible,adult,,no,,legs;tarsus,good,out-of-camera,"2026-08-23 19:47 local, clocktower weathervane. Both tarsi bare. Same evening as the banded crossbar bird two hours earlier - so TWO ADULTS, one banded and one not, on one date. That is the cleanest evidence yet that the pair really is one banded plus one unbanded bird.",drive-album,,PXL_20260823_234732338.RAW-01.jpg,exif,2026-08-24T01:40:44+00:00,Google Pixel 10 Pro,Pixel 10 Pro back camera 6.9mm f/1.68,6.9,1/15,1.68,1694,6144,8160,yes,yes,c61bc84b98944d0c917f0b533b89ef2c578216edd07719d6ae7c3604bb3cd8cf,2a304892b118727b
